Beta-carotene
5/1/2025 7:19:19 PM
Wavelength (nm)	10mm Absorbance
529.0	0.059
529.5	0.060
530.0	0.061
530.5	0.061
531.0	0.062
531.5	0.062
532.0	0.063
532.5	0.064
533.0	0.065
533.5	0.065
534.0	0.066
534.5	0.067
535.0	0.068
535.5	0.068
536.0	0.069
536.5	0.070
537.0	0.071
537.5	0.072
538.0	0.072
538.5	0.073
539.0	0.073
539.5	0.073
540.0	0.074
540.5	0.074
541.0	0.075
541.5	0.076
542.0	0.077
542.5	0.077
543.0	0.078
543.5	0.078
544.0	0.078
544.5	0.079
545.0	0.079
545.5	0.079
546.0	0.080
546.5	0.080
547.0	0.080
547.5	0.081
548.0	0.080
548.5	0.080
549.0	0.080
549.5	0.080
550.0	0.080
550.5	0.079
551.0	0.079
551.5	0.079
552.0	0.080
552.5	0.080
553.0	0.080
553.5	0.080
554.0	0.080
554.5	0.080
555.0	0.080
555.5	0.080
556.0	0.080
556.5	0.081
557.0	0.081
557.5	0.081
558.0	0.081
558.5	0.081
559.0	0.081
559.5	0.081
560.0	0.081
560.5	0.081
561.0	0.082
561.5	0.082
562.0	0.083
562.5	0.084
563.0	0.084
563.5	0.085
564.0	0.085
564.5	0.085
565.0	0.085
565.5	0.085
566.0	0.085
566.5	0.085
567.0	0.085
567.5	0.086
568.0	0.086
568.5	0.086
569.0	0.086
569.5	0.086
570.0	0.086
570.5	0.086
571.0	0.087
571.5	0.087
572.0	0.087
572.5	0.087
573.0	0.087
573.5	0.087
574.0	0.087
574.5	0.087
575.0	0.087
575.5	0.087
576.0	0.087
576.5	0.087
577.0	0.087
577.5	0.088
578.0	0.088
578.5	0.089
579.0	0.089
579.5	0.089
580.0	0.090
580.5	0.090
581.0	0.091
581.5	0.092
582.0	0.093
582.5	0.095
583.0	0.096
583.5	0.097
584.0	0.098
584.5	0.100
585.0	0.101
585.5	0.103
586.0	0.105
586.5	0.106
587.0	0.108
587.5	0.109
588.0	0.110
588.5	0.111
589.0	0.112
589.5	0.113
590.0	0.114
590.5	0.115
591.0	0.116
591.5	0.117
592.0	0.118
592.5	0.119
593.0	0.120
593.5	0.120
594.0	0.121
594.5	0.122
595.0	0.123
595.5	0.123
596.0	0.123
596.5	0.123
597.0	0.123
597.5	0.123
598.0	0.122
598.5	0.122
599.0	0.121
599.5	0.121
600.0	0.119
600.5	0.118
601.0	0.117
601.5	0.116
602.0	0.114
602.5	0.113
603.0	0.112
603.5	0.111
604.0	0.110
604.5	0.109
605.0	0.107
605.5	0.106
606.0	0.105
606.5	0.104
607.0	0.103
607.5	0.102
608.0	0.101
608.5	0.101
609.0	0.100
609.5	0.100
610.0	0.099
610.5	0.098
611.0	0.097
611.5	0.097
612.0	0.096
612.5	0.095
613.0	0.095
613.5	0.094
614.0	0.094
614.5	0.093
615.0	0.093
615.5	0.093
616.0	0.092
616.5	0.092
617.0	0.092
617.5	0.092
618.0	0.093
618.5	0.093
619.0	0.093
619.5	0.093
620.0	0.094
620.5	0.094
621.0	0.094
621.5	0.094
622.0	0.094
622.5	0.095
623.0	0.096
623.5	0.096
624.0	0.098
624.5	0.100
625.0	0.103
625.5	0.106
626.0	0.109
626.5	0.113
627.0	0.117
627.5	0.121
628.0	0.125
628.5	0.129
629.0	0.134
629.5	0.139
630.0	0.145
630.5	0.152
631.0	0.159
631.5	0.166
632.0	0.175
632.5	0.184
633.0	0.194
633.5	0.205
634.0	0.216
634.5	0.229
635.0	0.242
635.5	0.256
636.0	0.269
636.5	0.283
637.0	0.298
637.5	0.313
638.0	0.327
638.5	0.342
639.0	0.357
639.5	0.371
640.0	0.385
640.5	0.399
641.0	0.412
641.5	0.426
642.0	0.438
642.5	0.449
643.0	0.459
643.5	0.468
644.0	0.476
644.5	0.482
645.0	0.486
645.5	0.488
646.0	0.488
646.5	0.487
647.0	0.483
647.5	0.477
648.0	0.471
648.5	0.462
649.0	0.452
649.5	0.439
650.0	0.425
650.5	0.411
651.0	0.396
651.5	0.380
652.0	0.364
652.5	0.348
653.0	0.333
653.5	0.317
654.0	0.300
654.5	0.283
655.0	0.267
655.5	0.251
656.0	0.236
656.5	0.220
657.0	0.206
657.5	0.192
658.0	0.178
658.5	0.165
659.0	0.154
659.5	0.142
660.0	0.131
660.5	0.122
661.0	0.113
661.5	0.104
662.0	0.096
662.5	0.088
663.0	0.081
663.5	0.075
664.0	0.068
664.5	0.063
665.0	0.058
665.5	0.054
666.0	0.050
666.5	0.046
667.0	0.042
667.5	0.039
668.0	0.035
668.5	0.032
669.0	0.029
669.5	0.027
670.0	0.025
670.5	0.023
671.0	0.022
671.5	0.021
672.0	0.020
672.5	0.018
673.0	0.017
673.5	0.015
674.0	0.014
674.5	0.012
675.0	0.011
675.5	0.010
676.0	0.009
676.5	0.009
677.0	0.008
677.5	0.008
678.0	0.007
678.5	0.006
679.0	0.005
679.5	0.005
680.0	0.005
680.5	0.004
681.0	0.004
681.5	0.003
682.0	0.003
682.5	0.003
683.0	0.003
683.5	0.003
684.0	0.003
684.5	0.002
685.0	0.002
685.5	0.002
686.0	0.002
686.5	0.002
687.0	0.002
687.5	0.001
688.0	0.001
688.5	0.000
689.0	0.000
689.5	-0.001
690.0	-0.001
690.5	0.000
691.0	0.000
691.5	-0.001
692.0	-0.001
692.5	-0.001
693.0	-0.001
693.5	0.000
694.0	0.000
694.5	0.001
695.0	0.001
695.5	0.001
696.0	0.001
696.5	0.000
697.0	-0.001
697.5	-0.001
698.0	-0.001
698.5	-0.001
699.0	-0.001
699.5	-0.001
700.0	-0.001
700.5	-0.001
701.0	-0.001
701.5	-0.002
702.0	-0.002
702.5	-0.002
703.0	-0.001
703.5	-0.001
704.0	-0.001
704.5	-0.001
705.0	-0.001
705.5	-0.001
706.0	-0.001
706.5	-0.002
707.0	-0.003
707.5	-0.002
708.0	-0.003
708.5	-0.003
709.0	-0.004
709.5	-0.004
710.0	-0.003
710.5	-0.003
711.0	-0.003
711.5	-0.003
712.0	-0.003
712.5	-0.002
713.0	-0.002
713.5	-0.002
714.0	-0.002
714.5	-0.003
715.0	-0.003
715.5	-0.004
716.0	-0.004
716.5	-0.005
717.0	-0.004
717.5	-0.004
718.0	-0.005
718.5	-0.004
719.0	-0.003
719.5	-0.003
720.0	-0.002
720.5	-0.003
721.0	-0.002
721.5	-0.003
722.0	-0.003
722.5	-0.004
723.0	-0.004
723.5	-0.005
724.0	-0.004
724.5	-0.004
725.0	-0.003
725.5	-0.003
726.0	-0.003
726.5	-0.003
727.0	-0.003
727.5	-0.003
728.0	-0.004
728.5	-0.004
729.0	-0.005
729.5	-0.005
730.0	-0.005
730.5	-0.004
731.0	-0.005
731.5	-0.005
732.0	-0.005
732.5	-0.006
733.0	-0.007
733.5	-0.007
734.0	-0.007
734.5	-0.007
735.0	-0.006
735.5	-0.006
736.0	-0.006
736.5	-0.005
737.0	-0.005
737.5	-0.005
738.0	-0.005
738.5	-0.005
739.0	-0.004
739.5	-0.004
740.0	-0.005
740.5	-0.005
741.0	-0.004
741.5	-0.005
742.0	-0.006
742.5	-0.007
743.0	-0.007
743.5	-0.007
744.0	-0.006
744.5	-0.006
745.0	-0.005
745.5	-0.004
746.0	-0.004
746.5	-0.005
747.0	-0.006
747.5	-0.006
748.0	-0.007
748.5	-0.007
749.0	-0.007
749.5	-0.006
750.0	-0.006
750.5	-0.006
751.0	-0.005
751.5	-0.006
752.0	-0.005
752.5	-0.005
753.0	-0.005
753.5	-0.005
754.0	-0.006
754.5	-0.007
755.0	-0.008
755.5	-0.007
756.0	-0.007
756.5	-0.007
757.0	-0.006
757.5	-0.005
758.0	-0.004
758.5	-0.003
759.0	-0.003
759.5	-0.003
760.0	-0.004
760.5	-0.005
761.0	-0.005
761.5	-0.005
762.0	-0.005
762.5	-0.006
763.0	-0.006
763.5	-0.005
764.0	-0.004
764.5	-0.004
765.0	-0.004
765.5	-0.004
766.0	-0.004
766.5	-0.004
767.0	-0.004
767.5	-0.004
768.0	-0.004
768.5	-0.005
769.0	-0.005
769.5	-0.006
770.0	-0.006
770.5	-0.006
771.0	-0.006
771.5	-0.005
772.0	-0.005
772.5	-0.005
773.0	-0.005
773.5	-0.005
774.0	-0.004
774.5	-0.004
775.0	-0.004
775.5	-0.004
776.0	-0.004
776.5	-0.005
777.0	-0.006
777.5	-0.007
778.0	-0.008
778.5	-0.008
779.0	-0.008
779.5	-0.008
780.0	-0.008
780.5	-0.007
781.0	-0.007
781.5	-0.006
782.0	-0.006
782.5	-0.005
783.0	-0.005
783.5	-0.004
784.0	-0.004
784.5	-0.005
785.0	-0.004
785.5	-0.004
786.0	-0.005
786.5	-0.005
787.0	-0.005
787.5	-0.005
788.0	-0.005
788.5	-0.005
789.0	-0.005
789.5	-0.007
790.0	-0.006
790.5	-0.007
791.0	-0.008
791.5	-0.007
792.0	-0.007
792.5	-0.008
793.0	-0.007
793.5	-0.005
794.0	-0.005
794.5	-0.005
795.0	-0.005
795.5	-0.005
796.0	-0.006
796.5	-0.007
797.0	-0.008
797.5	-0.009
798.0	-0.008
798.5	-0.008
799.0	-0.008
799.5	-0.008
800.0	-0.007
800.5	-0.007
801.0	-0.007
801.5	-0.007
802.0	-0.008
802.5	-0.009
803.0	-0.009
803.5	-0.009
804.0	-0.008
804.5	-0.008
805.0	-0.008
805.5	-0.007
806.0	-0.006
806.5	-0.005
807.0	-0.005
807.5	-0.006
808.0	-0.005
808.5	-0.005
809.0	-0.005
809.5	-0.006
810.0	-0.006
810.5	-0.006
811.0	-0.006
811.5	-0.007
812.0	-0.007
812.5	-0.007
813.0	-0.007
813.5	-0.007
814.0	-0.008
814.5	-0.007
815.0	-0.006
815.5	-0.005
816.0	-0.006
816.5	-0.006
817.0	-0.006
817.5	-0.006
818.0	-0.006
818.5	-0.006
819.0	-0.006
819.5	-0.005
820.0	-0.005
820.5	-0.006
821.0	-0.008
821.5	-0.009
822.0	-0.010
822.5	-0.011
823.0	-0.011
823.5	-0.011
824.0	-0.010
824.5	-0.010
825.0	-0.010
825.5	-0.010
826.0	-0.010
826.5	-0.010
827.0	-0.010
827.5	-0.011
828.0	-0.012
828.5	-0.012
829.0	-0.012
829.5	-0.012
830.0	-0.012
830.5	-0.011
831.0	-0.010
831.5	-0.009
832.0	-0.009
832.5	-0.008
833.0	-0.009
833.5	-0.008
834.0	-0.008
834.5	-0.008
835.0	-0.009
835.5	-0.010
836.0	-0.010
836.5	-0.009
837.0	-0.009
837.5	-0.008
838.0	-0.008
838.5	-0.007
839.0	-0.008
839.5	-0.008
840.0	-0.009
840.5	-0.009
841.0	-0.009
841.5	-0.008
842.0	-0.008
842.5	-0.007
843.0	-0.006
843.5	-0.005
844.0	-0.007
844.5	-0.006
845.0	-0.006
845.5	-0.007
846.0	-0.007
846.5	-0.006
847.0	-0.006
847.5	-0.005
848.0	-0.005
848.5	-0.005
849.0	-0.007
849.5	-0.008
850.0	-0.009


Lycopene
5/1/2025 7:19:55 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.24667	
//WLCalib: 261S 	0.07000	
//WLCalib: 362S 	-0.31000	
//WLCalib: 484S 	0.12000	
//WLCalib: 529S 	0.24000	
//WLCalib: 823S 	-0.29000	
//QSpecEnd: 
190.0	0.001
190.5	0.001
191.0	0.000
191.5	-0.001
192.0	-0.002
192.5	-0.003
193.0	-0.001
193.5	0.000
194.0	0.001
194.5	0.000
195.0	0.003
195.5	0.000
196.0	-0.003
196.5	-0.005
197.0	-0.007
197.5	-0.007
198.0	-0.007
198.5	-0.006
199.0	-0.004
199.5	-0.001
200.0	0.003
200.5	0.000
201.0	0.000
201.5	0.000
202.0	0.001
202.5	0.000
203.0	-0.001
203.5	-0.002
204.0	-0.002
204.5	-0.006
205.0	-0.005
205.5	0.002
206.0	0.008
206.5	0.012
207.0	0.015
207.5	0.014
208.0	0.013
208.5	0.009
209.0	0.004
209.5	-0.004
210.0	-0.001
210.5	0.000
211.0	0.000
211.5	0.000
212.0	0.000
212.5	0.000
213.0	0.000
213.5	0.000
214.0	0.000
214.5	0.000
215.0	0.000
215.5	0.000
216.0	0.000
216.5	0.000
217.0	0.000
217.5	0.000
218.0	0.000
218.5	0.000
219.0	0.000
219.5	0.000
220.0	0.000
220.5	0.000
221.0	0.000
221.5	0.000
222.0	0.000
222.5	0.000
223.0	0.000
223.5	0.000
224.0	0.000
224.5	0.000
225.0	0.000
225.5	0.000
226.0	0.000
226.5	0.000
227.0	0.000
227.5	0.000
228.0	0.000
228.5	0.000
229.0	0.000
229.5	0.000
230.0	0.000
230.5	0.000
231.0	0.000
231.5	0.000
232.0	0.000
232.5	0.000
233.0	0.000
233.5	0.002
234.0	-0.001
234.5	-0.003
235.0	-0.004
235.5	-0.005
236.0	-0.005
236.5	-0.005
237.0	-0.004
237.5	-0.002
238.0	0.000
238.5	0.002
239.0	-0.001
239.5	0.008
240.0	-0.004
240.5	-0.006
241.0	-0.007
241.5	-0.007
242.0	-0.007
242.5	-0.005
243.0	-0.004
243.5	-0.001
244.0	0.002
244.5	0.007
245.0	-0.003
245.5	-0.008
246.0	-0.002
246.5	0.008
247.0	0.015
247.5	0.020
248.0	0.023
248.5	0.022
249.0	0.019
249.5	0.014
250.0	0.005
250.5	-0.010
251.0	0.001
251.5	0.004
252.0	0.006
252.5	0.008
253.0	0.008
253.5	0.007
254.0	0.005
254.5	0.003
255.0	0.000
255.5	-0.002
256.0	0.000
256.5	0.000
257.0	0.005
257.5	0.002
258.0	-0.006
258.5	-0.009
259.0	-0.011
259.5	-0.012
260.0	-0.011
260.5	-0.009
261.0	-0.006
261.5	-0.002
262.0	0.006
262.5	0.001
263.0	-0.001
263.5	0.000
264.0	0.000
264.5	0.000
265.0	0.000
265.5	0.000
266.0	0.000
266.5	0.000
267.0	0.000
267.5	0.000
268.0	0.000
268.5	0.000
269.0	0.000
269.5	0.000
270.0	0.000
270.5	0.000
271.0	0.000
271.5	0.000
272.0	0.000
272.5	-0.001
273.0	0.011
273.5	0.000
274.0	-0.010
274.5	-0.017
275.0	-0.022
275.5	-0.024
276.0	-0.023
276.5	-0.020
277.0	-0.013
277.5	-0.004
278.0	0.010
278.5	0.000
279.0	0.000
279.5	0.000
280.0	0.002
280.5	0.005
281.0	-0.004
281.5	-0.011
282.0	-0.015
282.5	-0.018
283.0	-0.018
283.5	-0.017
284.0	-0.013
284.5	-0.007
285.0	0.001
285.5	0.005
286.0	0.000
286.5	0.000
287.0	0.000
287.5	0.001
288.0	0.000
288.5	-0.001
289.0	-0.002
289.5	-0.002
290.0	-0.002
290.5	-0.002
291.0	-0.002
291.5	-0.001
292.0	0.000
292.5	0.001
293.0	0.000
293.5	0.000
294.0	0.001
294.5	-0.007
295.0	0.005
295.5	0.008
296.0	0.011
296.5	0.012
297.0	0.012
297.5	0.010
298.0	0.007
298.5	0.003
299.0	-0.002
299.5	-0.009
300.0	0.003
300.5	0.000
301.0	0.000
301.5	0.000
302.0	0.000
302.5	0.000
303.0	0.000
303.5	0.000
304.0	0.001
304.5	0.000
305.0	-0.001
305.5	-0.001
306.0	-0.002
306.5	-0.002
307.0	-0.002
307.5	-0.001
308.0	-0.013
308.5	-0.008
309.0	0.014
309.5	0.030
310.0	0.041
310.5	0.047
311.0	0.047
311.5	0.042
312.0	0.032
312.5	0.016
313.0	-0.008
313.5	-0.009
314.0	0.000
314.5	0.000
315.0	-0.003
315.5	-0.001
316.0	0.004
316.5	-0.001
317.0	0.007
317.5	0.007
318.0	0.016
318.5	0.024
319.0	0.029
319.5	0.037
320.0	0.038
320.5	0.039
321.0	0.035
321.5	0.009
322.0	0.017
322.5	0.006
323.0	0.039
323.5	0.036
324.0	0.037
324.5	0.047
325.0	0.049
325.5	0.051
326.0	0.049
326.5	0.033
327.0	0.038
327.5	0.038
328.0	0.066
328.5	0.056
329.0	0.062
329.5	0.069
330.0	0.075
330.5	0.085
331.0	0.090
331.5	0.090
332.0	0.091
332.5	0.095
333.0	0.097
333.5	0.100
334.0	0.103
334.5	0.104
335.0	0.105
335.5	0.107
336.0	0.109
336.5	0.110
337.0	0.111
337.5	0.112
338.0	0.114
338.5	0.116
339.0	0.117
339.5	0.117
340.0	0.119
340.5	0.120
341.0	0.122
341.5	0.123
342.0	0.125
342.5	0.126
343.0	0.128
343.5	0.130
344.0	0.131
344.5	0.133
345.0	0.134
345.5	0.135
346.0	0.137
346.5	0.138
347.0	0.139
347.5	0.139
348.0	0.140
348.5	0.139
349.0	0.139
349.5	0.138
350.0	0.138
350.5	0.138
351.0	0.137
351.5	0.137
352.0	0.136
352.5	0.136
353.0	0.135
353.5	0.135
354.0	0.135
354.5	0.135
355.0	0.135
355.5	0.136
356.0	0.136
356.5	0.138
357.0	0.139
357.5	0.141
358.0	0.143
358.5	0.146
359.0	0.148
359.5	0.151
360.0	0.153
360.5	0.156
361.0	0.158
361.5	0.161
362.0	0.163
362.5	0.165
363.0	0.166
363.5	0.167
364.0	0.168
364.5	0.168
365.0	0.168
365.5	0.167
366.0	0.165
366.5	0.164
367.0	0.162
367.5	0.160
368.0	0.158
368.5	0.155
369.0	0.152
369.5	0.150
370.0	0.147
370.5	0.144
371.0	0.142
371.5	0.140
372.0	0.138
372.5	0.137
373.0	0.135
373.5	0.133
374.0	0.132
374.5	0.130
375.0	0.129
375.5	0.127
376.0	0.126
376.5	0.126
377.0	0.125
377.5	0.124
378.0	0.123
378.5	0.123
379.0	0.122
379.5	0.122
380.0	0.122
380.5	0.122
381.0	0.122
381.5	0.122
382.0	0.122
382.5	0.123
383.0	0.123
383.5	0.124
384.0	0.124
384.5	0.125
385.0	0.126
385.5	0.127
386.0	0.128
386.5	0.129
387.0	0.131
387.5	0.132
388.0	0.134
388.5	0.135
389.0	0.137
389.5	0.139
390.0	0.141
390.5	0.144
391.0	0.146
391.5	0.148
392.0	0.151
392.5	0.153
393.0	0.156
393.5	0.158
394.0	0.161
394.5	0.163
395.0	0.166
395.5	0.169
396.0	0.171
396.5	0.173
397.0	0.175
397.5	0.178
398.0	0.180
398.5	0.182
399.0	0.185
399.5	0.187
400.0	0.190
400.5	0.192
401.0	0.194
401.5	0.197
402.0	0.199
402.5	0.201
403.0	0.203
403.5	0.205
404.0	0.207
404.5	0.210
405.0	0.212
405.5	0.215
406.0	0.217
406.5	0.220
407.0	0.222
407.5	0.225
408.0	0.228
408.5	0.232
409.0	0.235
409.5	0.239
410.0	0.243
410.5	0.247
411.0	0.252
411.5	0.256
412.0	0.261
412.5	0.265
413.0	0.270
413.5	0.275
414.0	0.280
414.5	0.286
415.0	0.291
415.5	0.296
416.0	0.301
416.5	0.307
417.0	0.312
417.5	0.317
418.0	0.322
418.5	0.327
419.0	0.331
419.5	0.336
420.0	0.340
420.5	0.344
421.0	0.348
421.5	0.352
422.0	0.355
422.5	0.358
423.0	0.361
423.5	0.364
424.0	0.367
424.5	0.370
425.0	0.373
425.5	0.376
426.0	0.378
426.5	0.381
427.0	0.383
427.5	0.386
428.0	0.388
428.5	0.391
429.0	0.394
429.5	0.397
430.0	0.401
430.5	0.404
431.0	0.408
431.5	0.412
432.0	0.416
432.5	0.421
433.0	0.426
433.5	0.432
434.0	0.438
434.5	0.445
435.0	0.452
435.5	0.459
436.0	0.466
436.5	0.475
437.0	0.482
437.5	0.491
438.0	0.499
438.5	0.507
439.0	0.517
439.5	0.526
440.0	0.535
440.5	0.544
441.0	0.553
441.5	0.562
442.0	0.570
442.5	0.577
443.0	0.585
443.5	0.592
444.0	0.598
444.5	0.605
445.0	0.611
445.5	0.616
446.0	0.621
446.5	0.625
447.0	0.629
447.5	0.632
448.0	0.634
448.5	0.635
449.0	0.636
449.5	0.636
450.0	0.637
450.5	0.636
451.0	0.636
451.5	0.635
452.0	0.634
452.5	0.632
453.0	0.629
453.5	0.627
454.0	0.625
454.5	0.622
455.0	0.619
455.5	0.618
456.0	0.616
456.5	0.615
457.0	0.615
457.5	0.614
458.0	0.613
458.5	0.614
459.0	0.615
459.5	0.616
460.0	0.618
460.5	0.621
461.0	0.625
461.5	0.630
462.0	0.636
462.5	0.641
463.0	0.649
463.5	0.657
464.0	0.667
464.5	0.677
465.0	0.688
465.5	0.699
466.0	0.711
466.5	0.724
467.0	0.736
467.5	0.749
468.0	0.761
468.5	0.773
469.0	0.785
469.5	0.796
470.0	0.807
470.5	0.818
471.0	0.828
471.5	0.837
472.0	0.847
472.5	0.855
473.0	0.863
473.5	0.869
474.0	0.875
474.5	0.879
475.0	0.881
475.5	0.882
476.0	0.882
476.5	0.881
477.0	0.878
477.5	0.874
478.0	0.870
478.5	0.863
479.0	0.856
479.5	0.848
480.0	0.838
480.5	0.828
481.0	0.817
481.5	0.804
482.0	0.790
482.5	0.775
483.0	0.760
483.5	0.745
484.0	0.732
484.5	0.720
485.0	0.710
485.5	0.700
486.0	0.690
486.5	0.679
487.0	0.668
487.5	0.656
488.0	0.645
488.5	0.635
489.0	0.626
489.5	0.617
490.0	0.610
490.5	0.604
491.0	0.598
491.5	0.593
492.0	0.589
492.5	0.586
493.0	0.585
493.5	0.584
494.0	0.584
494.5	0.586
495.0	0.589
495.5	0.593
496.0	0.598
496.5	0.604
497.0	0.610
497.5	0.618
498.0	0.625
498.5	0.634
499.0	0.642
499.5	0.651
500.0	0.660
500.5	0.669
501.0	0.678
501.5	0.687
502.0	0.696
502.5	0.705
503.0	0.713
503.5	0.720
504.0	0.727
504.5	0.733
505.0	0.737
505.5	0.741
506.0	0.744
506.5	0.746
507.0	0.746
507.5	0.744
508.0	0.743
508.5	0.740
509.0	0.736
509.5	0.732
510.0	0.725
510.5	0.718
511.0	0.709
511.5	0.699
512.0	0.688
512.5	0.675
513.0	0.662
513.5	0.648
514.0	0.634
514.5	0.619
515.0	0.603
515.5	0.587
516.0	0.570
516.5	0.553
517.0	0.535
517.5	0.517
518.0	0.499
518.5	0.482
519.0	0.465
519.5	0.449
520.0	0.433
520.5	0.416
521.0	0.400
521.5	0.383
522.0	0.367
522.5	0.350
523.0	0.334
523.5	0.318
524.0	0.303
524.5	0.288
525.0	0.273
525.5	0.259
526.0	0.245
526.5	0.231
527.0	0.218
527.5	0.206
528.0	0.195
528.5	0.185
529.0	0.176
529.5	0.168
530.0	0.160
530.5	0.153
531.0	0.145
531.5	0.136
532.0	0.128
532.5	0.120
533.0	0.112
533.5	0.104
534.0	0.098
534.5	0.091
535.0	0.086
535.5	0.080
536.0	0.075
536.5	0.070
537.0	0.065
537.5	0.060
538.0	0.055
538.5	0.051
539.0	0.047
539.5	0.043
540.0	0.039
540.5	0.035
541.0	0.032
541.5	0.029
542.0	0.027
542.5	0.025
543.0	0.023
543.5	0.022
544.0	0.020
544.5	0.018
545.0	0.017
545.5	0.015
546.0	0.013
546.5	0.011
547.0	0.009
547.5	0.008
548.0	0.006
548.5	0.005
549.0	0.003
549.5	0.002
550.0	0.001
550.5	0.000
551.0	-0.001
551.5	-0.002
552.0	-0.003
552.5	-0.004
553.0	-0.005
553.5	-0.006
554.0	-0.006
554.5	-0.007
555.0	-0.008
555.5	-0.008
556.0	-0.009
556.5	-0.009
557.0	-0.009
557.5	-0.010
558.0	-0.011
558.5	-0.011
559.0	-0.012
559.5	-0.012
560.0	-0.013
560.5	-0.013
561.0	-0.013
561.5	-0.013
562.0	-0.013
562.5	-0.014
563.0	-0.014
563.5	-0.014
564.0	-0.014
564.5	-0.015
565.0	-0.015
565.5	-0.016
566.0	-0.016
566.5	-0.016
567.0	-0.016
567.5	-0.016
568.0	-0.016
568.5	-0.016
569.0	-0.016
569.5	-0.016
570.0	-0.016
570.5	-0.017
571.0	-0.017
571.5	-0.017
572.0	-0.017
572.5	-0.017
573.0	-0.017
573.5	-0.017
574.0	-0.016
574.5	-0.017
575.0	-0.017
575.5	-0.018
576.0	-0.018
576.5	-0.018
577.0	-0.018
577.5	-0.019
578.0	-0.019
578.5	-0.019
579.0	-0.020
579.5	-0.020
580.0	-0.021
580.5	-0.021
581.0	-0.021
581.5	-0.021
582.0	-0.021
582.5	-0.021
583.0	-0.020
583.5	-0.020
584.0	-0.020
584.5	-0.020
585.0	-0.020
585.5	-0.020
586.0	-0.020
586.5	-0.020
587.0	-0.020
587.5	-0.020
588.0	-0.021
588.5	-0.021
589.0	-0.021
589.5	-0.021
590.0	-0.021
590.5	-0.022
591.0	-0.022
591.5	-0.021
592.0	-0.022
592.5	-0.022
593.0	-0.022
593.5	-0.022
594.0	-0.022
594.5	-0.022
595.0	-0.022
595.5	-0.021
596.0	-0.021
596.5	-0.020
597.0	-0.020
597.5	-0.020
598.0	-0.021
598.5	-0.021
599.0	-0.021
599.5	-0.021
600.0	-0.021
600.5	-0.022
601.0	-0.023
601.5	-0.023
602.0	-0.023
602.5	-0.023
603.0	-0.023
603.5	-0.022
604.0	-0.022
604.5	-0.022
605.0	-0.022
605.5	-0.023
606.0	-0.023
606.5	-0.023
607.0	-0.022
607.5	-0.022
608.0	-0.022
608.5	-0.022
609.0	-0.021
609.5	-0.021
610.0	-0.022
610.5	-0.022
611.0	-0.022
611.5	-0.022
612.0	-0.022
612.5	-0.022
613.0	-0.023
613.5	-0.023
614.0	-0.024
614.5	-0.024
615.0	-0.023
615.5	-0.023
616.0	-0.023
616.5	-0.023
617.0	-0.023
617.5	-0.023
618.0	-0.022
618.5	-0.022
619.0	-0.022
619.5	-0.022
620.0	-0.021
620.5	-0.022
621.0	-0.022
621.5	-0.022
622.0	-0.022
622.5	-0.023
623.0	-0.023
623.5	-0.023
624.0	-0.023
624.5	-0.023
625.0	-0.023
625.5	-0.023
626.0	-0.023
626.5	-0.023
627.0	-0.023
627.5	-0.023
628.0	-0.024
628.5	-0.024
629.0	-0.024
629.5	-0.024
630.0	-0.024
630.5	-0.024
631.0	-0.024
631.5	-0.024
632.0	-0.024
632.5	-0.024
633.0	-0.025
633.5	-0.025
634.0	-0.025
634.5	-0.024
635.0	-0.023
635.5	-0.023
636.0	-0.023
636.5	-0.023
637.0	-0.023
637.5	-0.023
638.0	-0.024
638.5	-0.024
639.0	-0.025
639.5	-0.025
640.0	-0.026
640.5	-0.026
641.0	-0.025
641.5	-0.025
642.0	-0.025
642.5	-0.025
643.0	-0.026
643.5	-0.026
644.0	-0.026
644.5	-0.026
645.0	-0.026
645.5	-0.025
646.0	-0.025
646.5	-0.025
647.0	-0.025
647.5	-0.024
648.0	-0.024
648.5	-0.024
649.0	-0.024
649.5	-0.024
650.0	-0.025
650.5	-0.025
651.0	-0.025
651.5	-0.026
652.0	-0.027
652.5	-0.027
653.0	-0.027
653.5	-0.027
654.0	-0.027
654.5	-0.027
655.0	-0.027
655.5	-0.026
656.0	-0.026
656.5	-0.025
657.0	-0.025
657.5	-0.025
658.0	-0.025
658.5	-0.026
659.0	-0.026
659.5	-0.026
660.0	-0.026
660.5	-0.027
661.0	-0.026
661.5	-0.026
662.0	-0.026
662.5	-0.026
663.0	-0.027
663.5	-0.027
664.0	-0.026
664.5	-0.026
665.0	-0.026
665.5	-0.025
666.0	-0.025
666.5	-0.026
667.0	-0.027
667.5	-0.027
668.0	-0.027
668.5	-0.027
669.0	-0.027
669.5	-0.027
670.0	-0.026
670.5	-0.026
671.0	-0.026
671.5	-0.026
672.0	-0.026
672.5	-0.026
673.0	-0.026
673.5	-0.026
674.0	-0.026
674.5	-0.027
675.0	-0.027
675.5	-0.027
676.0	-0.028
676.5	-0.028
677.0	-0.028
677.5	-0.028
678.0	-0.028
678.5	-0.028
679.0	-0.027
679.5	-0.026
680.0	-0.026
680.5	-0.026
681.0	-0.027
681.5	-0.027
682.0	-0.027
682.5	-0.027
683.0	-0.027
683.5	-0.026
684.0	-0.026
684.5	-0.026
685.0	-0.026
685.5	-0.026
686.0	-0.026
686.5	-0.026
687.0	-0.027
687.5	-0.027
